"Rank","Time","Wind","Name","Country","Birthdate","City","Date"
592,10.97,"+0.2","Mary Onyali","NGR","03.02.68","Stuttgart","15.08.1993"
592,10.97,"+1.1","D'Andre Hill","USA","19.04.73","Atlanta","15.06.1996"
592,10.97,"-0.3","Gwen Torrence","USA","12.06.65","Lausanne","03.07.1996"
592,10.97,"+0.4","Gwen Torrence","USA","12.06.65","Atlanta","27.07.1996"
592,10.97,"-1.1","Marion Jones","USA","12.10.75","Indianapolis","13.06.1997"
592,10.97,"-1.2","Marion Jones","USA","12.10.75","Z&uuml;rich","13.08.1997"
592,10.97,"+1.1","Debbie Ferguson-McKenzie","BAH","16.01.76","Stockholm","05.08.1998"
592,10.97,"+1.1","Chandra Sturrup","BAH","12.09.71","Johannesburg","12.09.1998"
592,10.97,"+0.5","Christine Arron","FRA","13.09.73","Paris","19.06.1999"
592,10.97,"0.0","Zhanna Block","UKR","06.07.72","Saint-Denis","03.07.1999"
592,10.97,"+1.0","Merlene Ottey","JAM","10.05.60","Luzern","05.07.1999"
592,10.97,"-0.1","Christine Arron","FRA","13.09.73","Sevilla","22.08.1999"
592,10.97,"+1.7","Chryste Gaines","USA","14.09.70","Ath&iacute;nai","28.06.2000"
592,10.97,"+0.1","Pauline Davis-Thompson","BAH","09.07.66","Nassau","21.07.2000"
592,10.97,"+1.1","Inger Miller","USA","12.06.72","London","05.08.2000"
592,10.97,"-1.3","Ekater&iacute;ni Th&aacute;nou","GRE","01.02.75","Edmonton","05.08.2001"
592,10.97,"0.0","Zhanna Block","UKR","06.07.72","Poznan","18.08.2002"
592,10.97,"+1.4","Debbie Ferguson-McKenzie","BAH","16.01.76","Paris","14.09.2002"
592,10.97,"+1.2","Debbie Ferguson-McKenzie","BAH","16.01.76","Durban","11.04.2003"
592,10.97,"-0.1","Chandra Sturrup","BAH","12.09.71","Z&uuml;rich","15.08.2003"
592,10.97,"+1.0","Lauryn Williams","USA","11.09.83","Austin","11.06.2004"
592,10.97,"+0.1","LaTasha Colander","USA","23.08.76","Sacramento","10.07.2004"
592,10.97,"-0.1","Veronica Campbell-Brown","JAM","16.05.82","Ath&iacute;nai","21.08.2004"
592,10.97,"+0.4","Veronica Campbell-Brown","JAM","16.05.82","Kingston","25.06.2005"
592,10.97,"+0.4","Sherone Simpson","JAM","12.08.84","Kingston","25.06.2005"
592,10.97,"+0.4","Chandra Sturrup","BAH","12.09.71","Z&uuml;rich","19.08.2005"
592,10.97,"+0.3","Christine Arron","FRA","13.09.73","Bruxelles","26.08.2005"
592,10.97,"+0.1","Sherone Simpson","JAM","12.08.84","Ath&iacute;nai","16.09.2006"
592,10.97,"-0.7","Sanya Richards-Ross","USA","26.02.85","Shanghai","28.09.2007"
592,10.97,"+0.9","Muna Lee","USA","30.10.81","New York City","31.05.2008"
592,10.97,"+0.7","Carmelita Jeter","USA","24.11.79","Eugene","27.06.2008"
592,10.97,"+1.8","Mechelle Lewis","USA","20.09.80","Eugene","28.06.2008"
592,10.97,"+1.3","Carmelita Jeter","USA","24.11.79","Rethimn&oacute;","20.07.2009"
592,10.97,"0.0","Debbie Ferguson-McKenzie","BAH","16.01.76","Monaco","28.07.2009"
592,10.97,"+1.2","LaShauntea Moore","USA","31.07.83","Maring&aacute;","30.05.2010"
592,10.97,"0.0","Marshevet Hooker","USA","25.09.84","Z&uuml;rich","19.08.2010"
592,10.97,"+0.3","Kerron Stewart","JAM","16.04.84","Kingston","24.06.2011"
592,10.97,"-0.4","Kelly-Ann Baptiste","TTO","14.10.86","London","06.08.2011"
592,10.97,"-1.4","Veronica Campbell-Brown","JAM","16.05.82","Daegu","29.08.2011"
592,10.97,"-0.1","Tianna Bartoletta","USA","30.08.85","New York City","09.06.2012"
592,10.97,"+0.7","Tianna Bartoletta","USA","30.08.85","London","03.08.2012"
592,10.97,"-0.4","Carmelita Jeter","USA","24.11.79","Z&uuml;rich","30.08.2012"
592,10.97,"-0.1","Kerron Stewart","JAM","16.04.84","Moskva","12.08.2013"
592,10.97,"-0.3","English Gardner","USA","22.04.92","Moskva","12.08.2013"
592,10.97,"-0.3","Kerron Stewart","JAM","16.04.84","Moskva","12.08.2013"
592,10.97,"-0.3","Alexandra Anderson","USA","28.01.87","Bruxelles","06.09.2013"
592,10.97,"+1.1","Veronica Campbell-Brown","JAM","16.05.82","Kingston","27.06.2014"
592,10.97,"+0.8","Murielle Ahour&eacute;","CIV","23.08.87","Monaco","18.07.2014"
592,10.97,"+0.8","Blessing Okagbare","NGR","10.09.88","Monaco","18.07.2014"
592,10.97,"-2.5","Michelle-Lee Ahye","TTO","10.04.92","Gainesville","03.04.2015"
592,10.97,"+0.2","Elaine Thompson","JAM","28.06.92","Kingston","09.05.2015"
592,10.97,"+0.2","English Gardner","USA","22.04.92","Saint-Denis","04.07.2015"
592,10.97,"-0.2","Michelle-Lee Ahye","TTO","10.04.92","Beijing","24.08.2015"
592,10.97,"+0.3","Christania Williams","JAM","17.10.94","Kingston","01.07.2016"
661,10.98,"+0.9","Marlies G&ouml;hr","GDR","21.03.58","Potsdam","10.05.1980"
661,10.98,"+0.6","Merlene Ottey","JAM","10.05.60","Indianapolis","15.06.1985"
661,10.98,"+0.1","Marina Zhirova","RUS","06.06.63","Moskva","17.08.1985"
661,10.98,"+1.2","Marlies G&ouml;hr","GDR","21.03.58","Stuttgart","27.08.1986"
661,10.98,"-0.7","Anelia Nuneva","BUL","30.06.62","Moskva","07.06.1987"
661,10.98,"+0.8","Angela Bailey","CAN","28.02.62","Budapest","06.07.1987"
661,10.98,"-0.6","Merlene Ottey","JAM","10.05.60","Nice","13.07.1987"
661,10.98,"+0.7","Gail Devers","USA","19.11.66","Berlin","21.08.1987"
661,10.98,"+1.6","Natalya Voronova","RUS","09.07.65","Seoul","24.09.1988"
661,10.98,"0.0","Merlene Ottey","JAM","10.05.60","Formia","06.07.1990"
661,10.98,"-0.3","Merlene Ottey","JAM","10.05.60","Stockholm","03.07.1991"
661,10.98,"+0.2","Irina Privalova","RUS","12.11.68","Oslo","06.07.1991"
661,10.98,"-1.5","Merlene Ottey","JAM","10.05.60","Rieti","06.09.1991"
661,10.98,"-1.1","Irina Privalova","RUS","12.11.68","Barcelona","31.07.1992"
661,10.98,"-0.8","Juliet Cuthbert","JAM","09.04.64","Barcelona","01.08.1992"
661,10.98,"+1.2","Gwen Torrence","USA","12.06.65","Oslo","10.07.1993"
661,10.98,"-0.9","Gwen Torrence","USA","12.06.65","Z&uuml;rich","04.08.1993"
661,10.98,"+0.5","Irina Privalova","RUS","12.11.68","Sankt Peterburg","24.07.1994"
661,10.98,"+0.2","Gwen Torrence","USA","12.06.65","Atlanta","15.06.1996"
661,10.98,"+1.1","Gail Devers","USA","19.11.66","Atlanta","15.06.1996"
661,10.98,"+1.3","Inger Miller","USA","12.06.72","Oslo","05.07.1996"
661,10.98,"+1.0","Gail Devers","USA","19.11.66","Monaco","10.08.1996"
661,10.98,"+0.2","Merlene Ottey","JAM","10.05.60","K&ouml;ln","16.08.1996"
661,10.98,"+0.9","Marion Jones","USA","12.10.75","Indianapolis","12.06.1997"
661,10.98,"+1.9","Debbie Ferguson-McKenzie","BAH","16.01.76","Nassau","20.06.1998"
661,10.98,"0.0","Christine Arron","FRA","13.09.73","Paris","29.07.1998"
661,10.98,"+1.1","Debbie Ferguson-McKenzie","BAH","16.01.76","Boise","04.06.1999"
661,10.98,"+1.4","Zhanna Block","UKR","06.07.72","London","07.08.1999"
661,10.98,"-0.1","Zhanna Block","UKR","06.07.72","Sevilla","22.08.1999"
661,10.98,"+1.7","Sevatheda Fynes","BAH","17.10.74","Bellinzona","01.09.1999"
661,10.98,"+0.6","Myriam Mani","CMR","21.05.77","Ath&iacute;nai","11.06.2001"
661,10.98,"+0.1","Chryste Gaines","USA","14.09.70","Monaco","20.07.2001"
661,10.98,"0.0","Chandra Sturrup","BAH","12.09.71","Saint-Denis","23.08.2003"
661,10.98,"-0.1","Torri Edwards","USA","31.01.77","Bruxelles","05.09.2003"
661,10.98,"+1.3","Christine Arron","FRA","13.09.73","Helsinki","08.08.2005"
661,10.98,"+0.1","Sherone Simpson","JAM","12.08.84","Saint-Denis","08.07.2006"
661,10.98,"+0.7","Allyson Felix","USA","18.11.85","Eugene","27.06.2008"
661,10.98,"+0.4","Kerron Stewart","JAM","16.04.84","Beijing","16.08.2008"
661,10.98,"0.0","Kerron Stewart","JAM","16.04.84","Beijing","17.08.2008"
661,10.98,"0.0","Sherone Simpson","JAM","12.08.84","Beijing","17.08.2008"
661,10.98,"+0.5","Shelly-Ann Fraser-Pryce","JAM","27.12.86","Bruxelles","04.09.2009"
661,10.98,"+1.7","Kelly-Ann Baptiste","TTO","14.10.86","Port of Spain","26.06.2010"
661,10.98,"+0.4","Veronica Campbell-Brown","JAM","16.05.82","Monaco","22.07.2010"
661,10.98,"-1.4","Kelly-Ann Baptiste","TTO","14.10.86","Daegu","29.08.2011"
661,10.98,"+1.0","Kerron Stewart","JAM","16.04.84","Kingston","05.05.2012"
661,10.98,"+0.6","Kelly-Ann Baptiste","TTO","14.10.86","Port of Spain","23.06.2012"
661,10.98,"+1.7","Jeneba Tarmoh","USA","27.09.89","Des Moines","21.06.2013"
661,10.98,"+0.1","Murielle Ahour&eacute;","CIV","23.08.87","London","27.07.2013"
661,10.98,"+0.5","Carrie Russel","JAM","18.10.90","Z&uuml;rich","29.08.2013"
661,10.98,"-0.3","Michelle-Lee Ahye","TTO","10.04.92","Lausanne","03.07.2014"
661,10.98,"-0.3","Murielle Ahour&eacute;","CIV","23.08.87","Lausanne","03.07.2014"
661,10.98,"+0.2","Kelly-Ann Baptiste","TTO","14.10.86","Gainesville","24.04.2015"
661,10.98,"+0.9","Blessing Okagbare","NGR","10.09.88","Shanghai","17.05.2015"
661,10.98,"+2.0","Candace Hill","USA","11.02.99","Shoreline","20.06.2015"
661,10.98,"+1.5","Jeneba Tarmoh","USA","27.09.89","Eugene","26.06.2015"
661,10.98,"+0.1","Blessing Okagbare","NGR","10.09.88","London","25.07.2015"
661,10.98,"-1.2","Michelle-Lee Ahye","TTO","10.04.92","Beijing","23.08.2015"
661,10.98,"-0.2","Murielle Ahour&eacute;","CIV","23.08.87","Beijing","24.08.2015"
661,10.98,"-0.3","Michelle-Lee Ahye","TTO","10.04.92","Beijing","24.08.2015"
661,10.98,"-1.4","Blessing Okagbare","NGR","10.09.88","Z&uuml;rich","03.09.2015"
661,10.98,"-0.8","Shelly-Ann Fraser-Pryce","JAM","27.12.86","Padova","06.09.2015"
722,10.99,"+2.0","Marita Koch","GDR","18.02.57","Dresden","24.05.1980"
722,10.99,"0.0","Evelyn Ashford","USA","15.04.57","Westwood","10.05.1981"
722,10.99,"0.0","Evelyn Ashford","USA","15.04.57","Colorado Springs","22.07.1981"
722,10.99,"+1.9","B&auml;rbel W&ouml;ckel","GDR","21.03.55","Jena","29.05.1982"
722,10.99,"+1.1","Marita Koch","GDR","18.02.57","Karl-Marx-Stadt","16.06.1983"
722,10.99,"-0.6","Evelyn Ashford","USA","15.04.57","Helsinki","08.08.1983"
722,10.99,"+0.1","Marlies G&ouml;hr","GDR","21.03.58","Berlin","15.07.1984"
722,10.99,"-0.1","Florence Griffith-Joyner","USA","21.12.59","Berlin","17.08.1984"
722,10.99,"+1.6","Marlies G&ouml;hr","GDR","21.03.58","Neubrandenburg","07.06.1985"
722,10.99,"-0.3","Silke M&ouml;ller","GER","20.06.64","Leipzig","09.08.1985"
722,10.99,"+2.0","Silke M&ouml;ller","GER","20.06.64","Berlin","22.09.1985"
722,10.99,"+1.3","Valerie Brisco","USA","06.07.60","Westwood","17.05.1986"
722,10.99,"+1.0","Heike Drechsler","GER","16.12.64","Potsdam","05.06.1987"
722,10.99,"-0.5","Merlene Ottey","JAM","10.05.60","Paris","16.07.1987"
722,10.99,"+1.8","Silke M&ouml;ller","GER","20.06.64","Budapest","15.09.1987"
722,10.99,"-1.0","Merlene Ottey","JAM","10.05.60","Monaco","17.09.1987"
722,10.99,"+1.1","Florence Griffith-Joyner","USA","21.12.59","Santa Monica","12.07.1988"
722,10.99,"+1.3","Sheila Echols","USA","02.10.64","Indianapolis","17.07.1988"
722,10.99,"+1.0","Heike Drechsler","GER","16.12.64","Potsdam","08.09.1988"
722,10.99,"0.0","Gwen Torrence","USA","12.06.65","Seoul","24.09.1988"
722,10.99,"+1.6","Marlies G&ouml;hr","GDR","21.03.58","Seoul","24.09.1988"
722,10.99,"+0.5","Evelyn Ashford","USA","15.04.57","Seoul","25.09.1988"
722,10.99,"+0.1","Dawn Sowell","USA","27.03.66","Lausanne","27.06.1989"
722,10.99,"+0.4","Merlene Ottey","JAM","10.05.60","Nice","10.07.1989"
722,10.99,"+1.4","Katrin Krabbe","GER","22.11.69","Berlin","17.08.1990"
722,10.99,"+0.4","Merlene Ottey","JAM","10.05.60","Padova","16.09.1990"
722,10.99,"-0.1","Gwen Torrence","USA","12.06.65","Tokyo","26.08.1991"
722,10.99,"-3.0","Katrin Krabbe","GER","22.11.69","Tokyo","27.08.1991"
722,10.99,"+0.4","Zhanna Block","UKR","06.07.72","Linz","04.07.1994"
722,10.99,"-0.2","Gwen Torrence","USA","12.06.65","Atlanta","14.06.1996"
722,10.99,"0.0","D'Andre Hill","USA","19.04.73","Atlanta","14.06.1996"
722,10.99,"+0.6","Gail Devers","USA","19.11.66","Atlanta","14.06.1996"
722,10.99,"+0.2","Gwen Torrence","USA","12.06.65","K&ouml;ln","16.08.1996"
722,10.99,"+0.8","Gail Devers","USA","19.11.66","Indianapolis","12.06.1997"
722,10.99,"+0.7","Beverly McDonald","JAM","15.02.70","Ad-Dawhah","07.05.1998"
722,10.99,"+1.0","Ekater&iacute;ni Th&aacute;nou","GRE","01.02.75","Rethimn&oacute;","30.05.1998"
722,10.99,"+0.7","Christine Arron","FRA","13.09.73","Saint-Denis","04.06.1998"
722,10.99,"+0.8","Christine Arron","FRA","13.09.73","G&eacute;n&egrave;ve","20.06.1998"
722,10.99,"-0.8","Christine Arron","FRA","13.09.73","Villeneuve d'Ascq","11.07.1998"
722,10.99,"+0.4","Christine Arron","FRA","13.09.73","Nice","16.07.1998"
722,10.99,"+0.3","Merlene Ottey","JAM","10.05.60","Hechtel","07.08.1999"
722,10.99,"+1.0","Christine Arron","FRA","13.09.73","Roma","30.06.2000"
722,10.99,"+1.3","Gail Devers","USA","19.11.66","Sacramento","14.07.2000"
722,10.99,"+1.2","Mary Onyali","NGR","03.02.68","La Chaux-de-Fonds","13.08.2000"
722,10.99,"-1.2","Merlene Ottey","JAM","10.05.60","Thessalon&iacute;ki","30.08.2000"
722,10.99,"+1.0","Ekater&iacute;ni Th&aacute;nou","GRE","01.02.75","Sydney","22.09.2000"
722,10.99,"+0.5","Chandra Sturrup","BAH","12.09.71","Saint-Denis","06.07.2001"
722,10.99,"-1.0","Chandra Sturrup","BAH","12.09.71","Z&uuml;rich","17.08.2001"
722,10.99,"+0.1","Zhanna Block","UKR","06.07.72","Bruxelles","24.08.2001"
722,10.99,"+1.4","Tayna Lawrence","JAM","17.09.75","Paris","14.09.2002"
722,10.99,"+1.3","Chryste Gaines","USA","14.09.70","London","08.08.2003"
722,10.99,"+0.9","Zhanna Block","UKR","06.07.72","Saint-Denis","24.08.2003"
722,10.99,"+0.3","Yuliya Nesterenko","BLR","15.06.79","Ath&iacute;nai","20.08.2004"
722,10.99,"+0.4","Christine Arron","FRA","13.09.73","Z&uuml;rich","19.08.2005"
722,10.99,"+1.0","Veronica Campbell-Brown","JAM","16.05.82","Carson","21.05.2006"
722,10.99,"-0.1","Veronica Campbell-Brown","JAM","16.05.82","Osaka","27.08.2007"
722,10.99,"+1.3","Sherone Simpson","JAM","12.08.84","Eugene","08.06.2008"
722,10.99,"+1.3","Kerron Stewart","JAM","16.04.84","Eugene","08.06.2008"
722,10.99,"+0.6","Kerron Stewart","JAM","16.04.84","Kingston","27.06.2008"
722,10.99,"+0.1","Kerron Stewart","JAM","16.04.84","Oslo","03.07.2009"
722,10.99,"+0.4","Chandra Sturrup","BAH","12.09.71","Roma","10.07.2009"
722,10.99,"+0.2","Kerron Stewart","JAM","16.04.84","Saint-Denis","17.07.2009"
722,10.99,"+0.1","Veronica Campbell-Brown","JAM","16.05.82","Berlin","16.08.2009"
722,10.99,"+0.8","LaShauntea Moore","USA","31.07.83","Eugene","03.07.2010"
722,10.99,"-0.6","Carmelita Jeter","USA","24.11.79","Lausanne","08.07.2010"
722,10.99,"+1.4","Marshevet Hooker","USA","25.09.84","Nottwil","08.08.2010"
722,10.99,"+1.1","Marshevet Hooker","USA","25.09.84","London","14.08.2010"
722,10.99,"-0.1","Carmelita Jeter","USA","24.11.79","Walnut","16.04.2011"
722,10.99,"+1.8","Damola Osayomi","NGR","26.07.86","S&atilde;o Paulo","22.05.2011"
722,10.99,"-1.4","Shelly-Ann Fraser-Pryce","JAM","27.12.86","Daegu","29.08.2011"
722,10.99,"+1.4","Blessing Okagbare","NGR","10.09.88","London","14.07.2012"
722,10.99,"0.0","Tianna Bartoletta","USA","30.08.85","Monaco","20.07.2012"
722,10.99,"-0.1","Veronica Campbell-Brown","JAM","16.05.82","Lausanne","23.08.2012"
722,10.99,"+0.1","Kelly-Ann Baptiste","TTO","14.10.86","London","27.07.2013"
722,10.99,"-0.3","Carrie Russel","JAM","18.10.90","Bruxelles","06.09.2013"
722,10.99,"-1.2","Veronica Campbell-Brown","JAM","16.05.82","Sz&eacute;kesfeh&eacute;rv&aacute;r","07.07.2015"
722,10.99,"+0.9","Angela Tenorio","ECU","27.01.96","Toronto","22.07.2015"
722,10.99,"+0.1","Dina Asher-Smith","GBR","04.12.95","London","25.07.2015"
722,10.99,"-0.3","Dafne Schippers","NED","15.06.92","London","25.07.2015"
722,10.99,"+1.7","Hannah Cunliffe","USA","09.01.96","Norwalk","16.04.2016"
722,10.99,"+2.0","Murielle Ahour&eacute;","CIV","23.08.87","Durban","23.06.2016"
722,10.99,"+2.0","Morolake Akinosun","USA","17.05.94","Eugene","02.07.2016"
722,10.99,"-0.7","Michelle-Lee Ahye","TTO","10.04.92","London","23.07.2016"
806,11,"-0.7","Evelyn Ashford","USA","15.04.57","Z&uuml;rich","15.08.1979"
806,11,"0.0","Marlies G&ouml;hr","GDR","21.03.58","Ciudad de M&eacute;xico","08.09.1979"
806,11,"0.0","Marlies G&ouml;hr","GDR","21.03.58","Ciudad de M&eacute;xico","09.09.1979"
806,11,"+0.8","Marlies G&ouml;hr","GDR","21.03.58","Jena","17.05.1980"
806,11,"-1.1","Evelyn Ashford","USA","15.04.57","Z&uuml;rich","19.08.1981"
806,11,"+1.9","B&auml;rbel W&ouml;ckel","GDR","21.03.55","Karl-Marx-Stadt","09.07.1982"
806,11,"-0.3","Diane Williams","USA","14.12.60","Indianapolis","17.06.1983"
806,11,"+0.5","Florence Griffith-Joyner","USA","21.12.59","Roma","07.09.1985"
806,11,"-0.5","Heike Drechsler","GER","16.12.64","Roma","30.08.1987"
806,11,"-0.9","Merlene Ottey","JAM","10.05.60","Saint-Denis","07.06.1988"
806,11,"+1.3","Gwen Torrence","USA","12.06.65","Indianapolis","17.07.1988"
806,11,"+1.2","Sheila Echols","USA","02.10.64","Indianapolis","17.07.1988"
806,11,"+0.5","Anelia Nuneva","BUL","30.06.62","Seoul","25.09.1988"
806,11,"+0.3","Gwen Torrence","USA","12.06.65","New York City","20.07.1991"
806,11,"+1.1","Merlene Ottey","JAM","10.05.60","Kingston","02.07.1993"
806,11,"+1.4","Irina Privalova","RUS","12.11.68","Villeneuve d'Ascq","02.07.1993"
806,11,"-0.9","Gail Devers","USA","19.11.66","Z&uuml;rich","04.08.1993"
806,11,"+0.5","Zhanna Block","UKR","06.07.72","Kiev","28.05.1994"
806,11,"0.0","Irina Privalova","RUS","12.11.68","Villeneuve d'Ascq","08.07.1994"
806,11,"+1.6","Merlene Ottey","JAM","10.05.60","Hengelo","05.06.1995"
806,11,"+0.8","Merlene Ottey","JAM","10.05.60","Paris","03.07.1995"
806,11,"-0.2","Merlene Ottey","JAM","10.05.60","Linz","22.08.1995"
806,11,"+1.5","Gwen Torrence","USA","12.06.65","Pune","13.09.1995"
806,11,"+0.3","Merlene Ottey","JAM","10.05.60","Roma","05.06.1996"
806,11,"0.0","Inger Miller","USA","12.06.72","Atlanta","14.06.1996"
806,11,"+0.9","D'Andre Hill","USA","19.04.73","Atlanta","14.06.1996"
806,11,"-0.1","Gail Devers","USA","19.11.66","Atlanta","27.07.1996"
806,11,"-0.7","Chandra Sturrup","BAH","12.09.71","Atlanta","27.07.1996"
806,11,"-0.8","Gail Devers","USA","19.11.66","Z&uuml;rich","14.08.1996"
806,11,"-0.5","Gwen Torrence","USA","12.06.65","Bruxelles","23.08.1996"
806,11,"+1.3","Mary Onyali","NGR","03.02.68","Milano","07.09.1996"
806,11,"+0.4","Merlene Ottey","JAM","10.05.60","Ath&iacute;nai","02.08.1997"
806,11,"+0.6","Chryste Gaines","USA","14.09.70","Roma","14.07.1998"
806,11,"+1.3","Zhanna Block","UKR","06.07.72","Budapest","19.08.1998"
806,11,"-0.5","Christine Arron","FRA","13.09.73","Sevilla","21.08.1999"
806,11,"-0.3","Chandra Sturrup","BAH","12.09.71","Sevilla","21.08.1999"
806,11,"+0.9","Ekater&iacute;ni Th&aacute;nou","GRE","01.02.75","Ath&iacute;nai","28.06.2000"
806,11,"+1.3","Merlene Ottey","JAM","10.05.60","Ljubljana","14.08.2000"
806,11,"+1.8","Tayna Lawrence","JAM","17.09.75","Eugene","26.05.2002"
806,11,"+0.3","Chryste Gaines","USA","14.09.70","Monaco","19.07.2002"
806,11,"+1.5","Veronica Campbell-Brown","JAM","16.05.82","Manchester","27.07.2002"
806,11,"-0.1","Ivet Lalova-Collio","BUL","18.05.84","Ath&iacute;nai","21.08.2004"
806,11,"+0.4","Veronica Campbell-Brown","JAM","16.05.82","Helsinki","08.08.2005"
806,11,"-1.2","Sherone Simpson","JAM","12.08.84","London","28.07.2006"
806,11,"0.0","Torri Edwards","USA","31.01.77","Lausanne","10.07.2007"
806,11,"+1.8","Muna Lee","USA","30.10.81","Eugene","27.06.2008"
806,11,"+1.8","Allyson Felix","USA","18.11.85","Eugene","28.06.2008"
806,11,"-0.7","Shelly-Ann Fraser-Pryce","JAM","27.12.86","Beijing","17.08.2008"
806,11,"+0.1","Kerron Stewart","JAM","16.04.84","Berlin","14.06.2009"
806,11,"-0.1","Veronica Campbell-Brown","JAM","16.05.82","Berlin","17.08.2009"
806,11,"-0.3","Carmelita Jeter","USA","24.11.79","Daegu","19.05.2010"
806,11,"+0.3","Kelly-Ann Baptiste","TTO","14.10.86","Gateshead","10.07.2010"
806,11,"+0.3","Blessing Okagbare","NGR","10.09.88","London","14.08.2010"
806,11,"+2.0","Sherone Simpson","JAM","12.08.84","Eugene","04.06.2011"
806,11,"-1.0","Carmelita Jeter","USA","24.11.79","London","06.08.2011"
806,11,"-0.5","Carmelita Jeter","USA","24.11.79","Zagreb","13.09.2011"
806,11,"+0.7","Shelly-Ann Fraser-Pryce","JAM","27.12.86","Ad-Dawhah","11.05.2012"
806,11,"0.0","Murielle Ahour&eacute;","CIV","23.08.87","Roma","31.05.2012"
806,11,"+1.5","Shelly-Ann Fraser-Pryce","JAM","27.12.86","London","03.08.2012"
806,11,"+1.2","Kelly-Ann Baptiste","TTO","14.10.86","London","04.08.2012"
806,11,"+1.5","Murielle Ahour&eacute;","CIV","23.08.87","London","04.08.2012"
806,11,"+1.8","English Gardner","USA","22.04.92","Walnut","20.04.2013"
806,11,"+0.9","Octavious Freeman","USA","20.04.92","Eugene","07.06.2013"
806,11,"+1.7","Lauryn Williams","USA","11.09.83","Des Moines","21.06.2013"
806,11,"+1.8","Aurieyall Scott","USA","18.05.92","Des Moines","21.06.2013"
806,11,"+1.8","Muna Lee","USA","30.10.81","Des Moines","21.06.2013"
806,11,"-0.4","English Gardner","USA","22.04.92","Moskva","12.08.2013"
806,11,"-0.1","Barbara Pierre","USA","28.04.87","Zagreb","03.09.2013"
806,11,"+1.5","Samantha Henry-Robinson","JAM","25.09.88","Clermont","26.04.2014"
806,11,"-1.4","Blessing Okagbare","NGR","10.09.88","Marrakech","11.08.2014"
806,11,"+0.8","Kelly-Ann Baptiste","TTO","14.10.86","Clermont","16.05.2015"
806,11,"+0.4","English Gardner","USA","22.04.92","New York City","13.06.2015"
806,11,"+1.8","Candyce McGrone","USA","24.03.89","Eugene","25.06.2015"
806,11,"+1.5","Dezerea Bryant","USA","27.04.93","Eugene","26.06.2015"
806,11,"-0.3","Blessing Okagbare","NGR","10.09.88","London","25.07.2015"
806,11,"+0.4","Simone Facey","JAM","07.05.85","Gainesville","22.04.2016"
806,11,"0.0","Tori Bowie","USA","27.08.90","Clermont","30.04.2016"
806,11,"+1.0","Michelle-Lee Ahye","TTO","10.04.92","Port of Spain","25.06.2016"
806,11,"+1.2","Tatjana Pinto","GER","02.07.92","Mannheim","29.07.2016"
806,11,"0.0","Michelle-Lee Ahye","TTO","10.04.92","Rio de Janeiro","12.08.2016"
806,11,"+0.3","Tianna Bartoletta","USA","30.08.85","Rio de Janeiro","13.08.2016"
888,11.01,"+0.6","Annegret Richter","FRG","13.10.50","Montr&eacute;al","25.07.1976"
888,11.01,"+1.0","Marita Koch","GDR","18.02.57","Dresden","01.07.1982"
888,11.01,"-0.6","Marlies G&ouml;hr","GDR","21.03.58","Ath&iacute;nai","07.09.1982"
888,11.01,"0.0","Merlene Ottey","JAM","10.05.60","Walnut","25.07.1984"
888,11.01,"+2.0","Marlies G&ouml;hr","GDR","21.03.58","Dresden","02.08.1985"
888,11.01,"-1.4","Valerie Brisco","USA","06.07.60","Z&uuml;rich","21.08.1985"
888,11.01,"+0.7","Marlies G&ouml;hr","GDR","21.03.58","Berlin","20.08.1986"
888,11.01,"+1.9","Marlies G&ouml;hr","GDR","21.03.58","Rieti","07.09.1986"
888,11.01,"+1.8","Alice Brown","USA","20.09.60","San Jos&eacute;","25.06.1987"
888,11.01,"+0.7","Alice Brown","USA","20.09.60","San Jos&eacute;","27.06.1987"
888,11.01,"+0.7","Anelia Nuneva","BUL","30.06.62","Roma","30.08.1987"
888,11.01,"+0.8","Pam Marshall","USA","16.08.60","Lausanne","15.09.1987"
888,11.01,"+1.9","Sheila Echols","USA","02.10.64","Tampa","17.06.1988"
888,11.01,"+0.5","Anelia Nuneva","BUL","30.06.62","Stara Zagora","20.08.1988"
888,11.01,"-0.4","Anelia Nuneva","BUL","30.06.62","Stara Zagora","28.08.1988"
888,11.01,"-0.4","Merlene Ottey","JAM","10.05.60","Berlin","04.07.1990"
888,11.01,"+0.2","Irina Privalova","RUS","12.11.68","Helsinki","27.06.1991"
888,11.01,"0.0","Merlene Ottey","JAM","10.05.60","Z&uuml;rich","19.08.1992"
888,11.01,"0.0","Irina Privalova","RUS","12.11.68","Z&uuml;rich","19.08.1992"
888,11.01,"-0.5","Merlene Ottey","JAM","10.05.60","Berlin","27.08.1993"
888,11.01,"+0.9","Juliet Cuthbert","JAM","09.04.64","Lausanne","06.07.1994"
888,11.01,"+0.9","Zhanna Block","UKR","06.07.72","Helsinki","07.08.1994"
888,11.01,"+2.0","Zhanna Block","UKR","06.07.72","Luzern","27.06.1995"
888,11.01,"+1.2","Irina Privalova","RUS","12.11.68","Johannesburg","23.09.1995"
888,11.01,"+0.1","Zhanna Block","UKR","06.07.72","Ath&iacute;nai","02.08.1997"
888,11.01,"-0.9","Marion Jones","USA","12.10.75","Melbourne","25.02.1998"
888,11.01,"+1.4","Li Xuemei","CHN","05.01.77","Chengdu","18.04.1998"
888,11.01,"+0.5","Chryste Gaines","USA","14.09.70","New Orleans","19.06.1998"
