"","Rank","Time","Wind","Name","Country","Birthdate","City","Date","CityDate"
"2371",2276,10.08,-0.6,"Deji Aliu","NGR","22.11.75","Kalam&aacute;ta","01.06.2002","Kalam&aacute;ta 01.06.2002"
"1920",1779,10.06,0.3,"Dwain Chambers","GBR","05.04.78","Kalam&aacute;ta","30.05.2009","Kalam&aacute;ta 30.05.2009"
"2486",2276,10.08,0.2,"Diondre Batson","USA","13.07.92","Kamloops","08.08.2014","Kamloops 08.08.2014"
"1658",1581,10.05,1.4,"Nobuharu Asahara","JPN","21.06.72","Kanazawa","09.06.2002","Kanazawa 09.06.2002"
"1195",1069,10.02,-0.4,"Justin Gatlin","USA","10.02.82","Kawasaki","08.05.2016","Kawasaki 08.05.2016"
"2797",2532,10.09,-0.1,"Hua Wilfried Koffi","CIV","24.09.89","Kawasaki","10.05.2015","Kawasaki 10.05.2015"
"2580",2532,10.09,1.2,"Sergey Osovich","UKR","16.12.73","Kiev","07.06.1996","Kiev 07.06.1996"
"2718",2532,10.09,-0.9,"Nesta Carter","JAM","10.11.85","Kingston","01.05.2010","Kingston 01.05.2010"
"469",413,9.95,0.4,"Yohan Blake","JAM","26.12.89","Kingston","01.07.2016","Kingston 01.07.2016"
"1142",1069,10.02,0.1,"Darvis Patton","USA","04.12.77","Kingston","02.05.2009","Kingston 02.05.2009"
"2566",2532,10.09,0.6,"Michael Green","JAM","07.11.70","Kingston","02.07.1993","Kingston 02.07.1993"
"15",15,9.76,1.8,"Usain Bolt","JAM","21.08.86","Kingston","03.05.2008","Kingston 03.05.2008"
"1793",1779,10.06,1.6,"Raymond Stewart","JAM","18.03.65","Kingston","03.07.1992","Kingston 03.07.1992"
"123",104,9.86,0.2,"Tyson Gay","USA","09.08.82","Kingston","04.05.2013","Kingston 04.05.2013"
"1128",1069,10.02,1.3,"Darrel Brown","TTO","11.10.84","Kingston","05.05.2007","Kingston 05.05.2007"
"59",51,9.82,1.8,"Usain Bolt","JAM","21.08.86","Kingston","05.05.2012","Kingston 05.05.2012"
"1926",1779,10.06,0.8,"Yohan Blake","JAM","26.12.89","Kingston","05.06.2010","Kingston 05.06.2010"
"431",413,9.95,-0.6,"Asafa Powell","JAM","23.11.82","Kingston","06.05.2006","Kingston 06.05.2006"
"71",69,9.84,1.8,"Asafa Powell","JAM","23.11.82","Kingston","07.05.2005","Kingston 07.05.2005"
"2731",2532,10.09,1.4,"Jacques Harvey","JAM","05.04.89","Kingston","07.05.2011","Kingston 07.05.2011"
"1053",954,10.01,1,"Kemar Bailey-Cole","JAM","10.01.92","Kingston","07.05.2016","Kingston 07.05.2016"
"1174",1069,10.02,0.6,"Yohan Blake","JAM","26.12.89","Kingston","07.06.2014","Kingston 07.06.2014"
"530",473,9.96,1.5,"Kemar Bailey-Cole","JAM","10.01.92","Kingston","08.06.2013","Kingston 08.06.2013"
"79",69,9.84,1.8,"Asafa Powell","JAM","23.11.82","Kingston","09.05.2015","Kingston 09.05.2015"
"173",151,9.88,1,"Usain Bolt","JAM","21.08.86","Kingston","11.06.2016","Kingston 11.06.2016"
"217",198,9.9,1.6,"Yohan Blake","JAM","26.12.89","Kingston","14.04.2012","Kingston 14.04.2012"
"468",413,9.95,1.4,"Yohan Blake","JAM","26.12.89","Kingston","16.04.2016","Kingston 16.04.2016"
"1329",1202,10.03,1.5,"Julian Forte","JAM","01.07.93","Kingston","17.05.2014","Kingston 17.05.2014"
"2634",2532,10.09,-0.6,"Darrel Brown","TTO","11.10.84","Kingston","17.07.2002","Kingston 17.07.2002"
"575",557,9.97,1.2,"Frank Fredericks","NAM","02.10.67","Kingston","19.09.1997","Kingston 19.09.1997"
"659",650,9.98,1.4,"Percival Spencer","JAM","24.02.75","Kingston","20.06.1997","Kingston 20.06.1997"
"929",834,10,0.5,"Usain Bolt","JAM","21.08.86","Kingston","20.06.2013","Kingston 20.06.2013"
"393",354,9.94,-1.2,"Usain Bolt","JAM","21.08.86","Kingston","21.06.2013","Kingston 21.06.2013"
"1651",1581,10.05,1,"Christopher Williams","JAM","15.03.72","Kingston","21.07.2000","Kingston 21.07.2000"
"2098",2011,10.07,0.4,"Christopher Williams","JAM","15.03.72","Kingston","22.06.2001","Kingston 22.06.2001"
"1475",1366,10.04,1,"Asafa Powell","JAM","23.11.82","Kingston","23.06.2007","Kingston 23.06.2007"
"1713",1581,10.05,0.7,"Nesta Carter","JAM","10.11.85","Kingston","23.06.2011","Kingston 23.06.2011"
"214",198,9.9,0.6,"Asafa Powell","JAM","23.11.82","Kingston","24.06.2011","Kingston 24.06.2011"
"1461",1366,10.04,0.1,"Asafa Powell","JAM","23.11.82","Kingston","25.06.2005","Kingston 25.06.2005"
"718",650,9.98,1,"Asafa Powell","JAM","23.11.82","Kingston","25.06.2015","Kingston 25.06.2015"
"237",228,9.91,-0.1,"Asafa Powell","JAM","23.11.82","Kingston","26.06.2004","Kingston 26.06.2004"
"1743",1581,10.05,1,"Julian Forte","JAM","01.07.93","Kingston","26.06.2014","Kingston 26.06.2014"
"81",69,9.84,0.9,"Asafa Powell","JAM","23.11.82","Kingston","26.06.2015","Kingston 26.06.2015"
"210",198,9.9,1,"Asafa Powell","JAM","23.11.82","Kingston","27.06.2008","Kingston 27.06.2008"
"115",104,9.86,-0.2,"Usain Bolt","JAM","21.08.86","Kingston","27.06.2009","Kingston 27.06.2009"
"1177",1069,10.02,-0.3,"Nickel Ashmeade","JAM","07.04.90","Kingston","27.06.2014","Kingston 27.06.2014"
"92",83,9.85,-0.1,"Usain Bolt","JAM","21.08.86","Kingston","28.06.2008","Kingston 28.06.2008"
"922",834,10,0.8,"Yohan Blake","JAM","26.12.89","Kingston","28.06.2012","Kingston 28.06.2012"
"11",11,9.75,1.1,"Yohan Blake","JAM","26.12.89","Kingston","29.06.2012","Kingston 29.06.2012"
"2259",2011,10.07,0,"Nickel Ashmeade","JAM","07.04.90","Kingston","30.06.2016","Kingston 30.06.2016"
"1610",1581,10.05,0.5,"Tim Harden","USA","27.01.74","Knoxville","03.06.1995","Knoxville 03.06.1995"
"1090",1069,10.02,1.7,"Michael Green","JAM","07.11.70","Knoxville","11.04.1997","Knoxville 11.04.1997"
"2534",2532,10.09,0,"Terry Scott","USA","23.06.64","Knoxville","11.05.1985","Knoxville 11.05.1985"
"2313",2276,10.08,1.9,"Michael Green","JAM","07.11.70","Knoxville","12.04.1996","Knoxville 12.04.1996"
"653",650,9.98,1.6,"Andre Cason","USA","20.01.69","Knoxville","15.06.1994","Knoxville 15.06.1994"
"1923",1779,10.06,1.3,"Jeffery Demps","USA","08.01.90","Knoxville","16.05.2010","Knoxville 16.05.2010"
"2280",2276,10.08,0.1,"Lorenzo Daniel","USA","23.03.66","Knoxville","17.05.1986","Knoxville 17.05.1986"
"735",728,9.99,1.5,"Andre Cason","USA","20.01.69","Koblenz","11.09.1991","Koblenz 11.09.1991"
"2780",2532,10.09,0.8,"Jacques Harvey","JAM","05.04.89","Kortrijk","14.07.2013","Kortrijk 14.07.2013"
"2323",2276,10.08,0.6,"Geir Moen","NOR","26.06.69","Kristiansand","16.08.1996","Kristiansand 16.08.1996"
"1641",1581,10.05,-0.5,"Ato Boldon","TTO","30.12.73","Kuala Lumpur","16.09.1998","Kuala Lumpur 16.09.1998"
"152",151,9.88,-0.1,"Ato Boldon","TTO","30.12.73","Kuala Lumpur","17.09.1998","Kuala Lumpur 17.09.1998"
"1740",1581,10.05,1.6,"Yoshihide Kiryu","JPN","15.12.95","Kumagaya","17.05.2014","Kumagaya 17.05.2014"
"2507",2276,10.08,2,"Ryota Yamagata","JPN","10.06.92","Kumagaya","21.05.2016","Kumagaya 21.05.2016"
"2346",2276,10.08,1.5,"Koji Ito","JPN","29.01.70","Kumamoto","04.10.1998","Kumamoto 04.10.1998"
"2782",2532,10.09,1.1,"Keston Bledman","TTO","08.03.88","Kuortane","03.08.2013","Kuortane 03.08.2013"
"640",557,9.97,0.8,"Henricho Bruintjies","RSA","16.07.93","La Chaux-de-Fonds","05.07.2015","La Chaux-de-Fonds 05.07.2015"
"1165",1069,10.02,2,"Kemar Hyman","CAY","11.10.89","La Chaux-de-Fonds","07.07.2013","La Chaux-de-Fonds 07.07.2013"
"2646",2532,10.09,-0.6,"Julien Dunkley","JAM","20.12.75","La Chaux-de-Fonds","17.08.2003","La Chaux-de-Fonds 17.08.2003"
"2070",2011,10.07,0.9,"Osmond Ezinwa","NGR","22.11.71","La Chaux-de-Fonds","24.08.1997","La Chaux-de-Fonds 24.08.1997"
"1788",1779,10.06,0.3,"Andr&eacute;s Sim&oacute;n","CUB","15.09.61","La Habana","01.08.1987","La Habana 01.08.1987"
"2425",2276,10.08,0.1,"Emmanuel Callender","TTO","10.05.84","La Habana","03.07.2009","La Habana 03.07.2009"
"1203",1202,10.03,1.7,"Silvio Leonard","CUB","20.09.55","La Habana","13.09.1977","La Habana 13.09.1977"
"1071",1069,10.02,1.8,"Robson Caetano da Silva","BRA","04.09.64","La Habana","27.09.1986","La Habana 27.09.1986"
"1217",1202,10.03,0.2,"Chidi Imoh","NGR","27.08.63","Lagos","01.08.1991","Lagos 01.08.1991"
"1382",1366,10.04,-0.1,"Chidi Imoh","NGR","27.08.63","Lagos","02.08.1991","Lagos 02.08.1991"
"2781",2532,10.09,1.8,"Marvin Bracy","USA","15.12.93","Lapinlahti","21.07.2013","Lapinlahti 21.07.2013"
"1922",1779,10.06,0.2,"Leroy Dixon","USA","20.06.83","Lapinlahti","25.07.2009","Lapinlahti 25.07.2009"
"1937",1779,10.06,0.5,"Lerone Clarke","JAM","02.10.81","Lappeenranta","13.08.2011","Lappeenranta 13.08.2011"
"1303",1202,10.03,1.2,"Steve Mullings","JAM","29.11.82","Lappeenranta","15.07.2010","Lappeenranta 15.07.2010"
"1448",1366,10.04,-0.1,"Deji Aliu","NGR","22.11.75","Lausanne","01.07.2003","Lausanne 01.07.2003"
"201",198,9.9,1,"Maurice Greene","USA","23.07.74","Lausanne","02.07.1997","Lausanne 02.07.1997"
"110",104,9.86,0.4,"Ato Boldon","TTO","30.12.73","Lausanne","02.07.1999","Lausanne 02.07.1999"
"2632",2532,10.09,-0.3,"Francis Obikwelu","POR","22.11.78","Lausanne","02.07.2002","Lausanne 02.07.2002"
"8",7,9.72,0.2,"Asafa Powell","JAM","23.11.82","Lausanne","02.09.2008","Lausanne 02.09.2008"
"105",104,9.86,-0.4,"Frank Fredericks","NAM","02.10.67","Lausanne","03.07.1996","Lausanne 03.07.1996"
"45",41,9.8,0.1,"Justin Gatlin","USA","10.02.82","Lausanne","03.07.2014","Lausanne 03.07.2014"
"208",198,9.9,1.1,"Maurice Greene","USA","23.07.74","Lausanne","04.07.2001","Lausanne 04.07.2001"
"531",473,9.96,2,"Mike Rodgers","USA","24.04.85","Lausanne","04.07.2013","Lausanne 04.07.2013"
"1808",1779,10.06,0.7,"Ato Boldon","TTO","30.12.73","Lausanne","05.07.1995","Lausanne 05.07.1995"
"426",413,9.95,1,"Ato Boldon","TTO","30.12.73","Lausanne","05.07.2000","Lausanne 05.07.2000"
"779",728,9.99,1.8,"Ronald Pognon","FRA","16.11.82","Lausanne","05.07.2005","Lausanne 05.07.2005"
"83",83,9.85,1.2,"Leroy Burrell","USA","21.02.67","Lausanne","06.07.1994","Lausanne 06.07.1994"
"879",834,10,0.4,"Asafa Powell","JAM","23.11.82","Lausanne","06.07.2004","Lausanne 06.07.2004"
"1387",1366,10.04,0.8,"Andre Cason","USA","20.01.69","Lausanne","07.07.1993","Lausanne 07.07.1993"
"2173",2011,10.07,-1.8,"Asafa Powell","JAM","23.11.82","Lausanne","07.07.2009","Lausanne 07.07.2009"
"1794",1779,10.06,0.6,"Olapade Adeniken","NGR","19.08.69","Lausanne","08.07.1992","Lausanne 08.07.1992"
"56",51,9.82,0.5,"Usain Bolt","JAM","21.08.86","Lausanne","08.07.2010","Lausanne 08.07.2010"
"14",11,9.75,1.4,"Justin Gatlin","USA","10.02.82","Lausanne","09.07.2015","Lausanne 09.07.2015"
"478",473,9.96,0,"Leroy Burrell","USA","21.02.67","Lausanne","10.07.1991","Lausanne 10.07.1991"
"1476",1366,10.04,0,"Derrick Atkins","BAH","05.01.84","Lausanne","10.07.2007","Lausanne 10.07.2007"
"1683",1581,10.05,0,"Leonard Scott","USA","19.01.80","Lausanne","11.07.2006","Lausanne 11.07.2006"
"1595",1581,10.05,0.3,"Leroy Burrell","USA","21.02.67","Lausanne","12.07.1990","Lausanne 12.07.1990"
"5",3,9.69,-0.1,"Yohan Blake","JAM","26.12.89","Lausanne","23.08.2012","Lausanne 23.08.2012"
"1210",1202,10.03,0.9,"Dennis Mitchell","USA","20.02.66","Lausanne","24.06.1988","Lausanne 24.06.1988"
"273",264,9.92,-0.3,"Maurice Greene","USA","23.07.74","Lausanne","25.08.1998","Lausanne 25.08.1998"
"555",473,9.96,0.5,"Asafa Powell","JAM","23.11.82","Lausanne","25.08.2016","Lausanne 25.08.2016"
"1214",1202,10.03,0,"Dennis Mitchell","USA","20.02.66","Lausanne","27.06.1989","Lausanne 27.06.1989"
"32",29,9.78,1,"Asafa Powell","JAM","23.11.82","Lausanne","30.06.2011","Lausanne 30.06.2011"
"439",413,9.95,0.8,"Ivory Williams","USA","02.05.85","Lawrence","17.04.2010","Lawrence 17.04.2010"
"1709",1581,10.05,2,"Ivory Williams","USA","02.05.85","Lawrence","23.04.2011","Lawrence 23.04.2011"
"2168",2011,10.07,0.2,"Dwain Chambers","GBR","05.04.78","Leiria","20.06.2009","Leiria 20.06.2009"
"1883",1779,10.06,-0.1,"Marcus Brunson","USA","24.04.78","Leverkusen","01.08.2004","Leverkusen 01.08.2004"
"2613",2532,10.09,1.1,"Eric Nkansah","GHA","12.12.74","Leverkusen","05.09.1999","Leverkusen 05.09.1999"
"424",413,9.95,0.8,"Vincent Henderson","USA","20.10.72","Leverkusen","09.08.1998","Leverkusen 09.08.1998"
"1831",1779,10.06,0.4,"Eric Nkansah","GHA","12.12.74","Leverkusen","20.08.1997","Leverkusen 20.08.1997"
"2621",2532,10.09,0.4,"Tim Montgomery","USA","28.01.75","Leverkusen","20.08.2000","Leverkusen 20.08.2000"
"1935",1779,10.06,-0.7,"Richard Thompson","TTO","07.06.85","Lignano Sabbiadoro","19.07.2011","Lignano Sabbiadoro 19.07.2011"
"2110",2011,10.07,1.1,"DaBryan Blanton","USA","03.07.84","Lincoln","30.05.2003","Lincoln 30.05.2003"
"357",354,9.94,0.2,"Davidson Ezinwa","NGR","22.11.71","Linz","04.07.1994","Linz 04.07.1994"
"1216",1202,10.03,0.8,"Dennis Mitchell","USA","20.02.66","Linz","05.07.1991","Linz 05.07.1991"
"2599",2532,10.09,-0.6,"Tim Harden","USA","27.01.74","Linz","05.07.1998","Linz 05.07.1998"
"1652",1581,10.05,0.7,"Coby Miller","USA","19.10.76","Linz","08.08.2000","Linz 08.08.2000"
"1827",1779,10.06,0.2,"Vincent Henderson","USA","20.10.72","Linz","09.07.1997","Linz 09.07.1997"
"2296",2276,10.08,1.3,"Vitaliy Savin","KAZ","23.01.66","Linz","13.08.1992","Linz 13.08.1992"
"62",51,9.82,-0.1,"Justin Gatlin","USA","10.02.82","Linz","14.07.2014","Linz 14.07.2014"
"2286",2276,10.08,0.9,"Raymond Stewart","JAM","18.03.65","Linz","15.08.1988","Linz 15.08.1988"
"1441",1366,10.04,0.4,"Abdul Aziz Zakari","GHA","02.09.76","Linz","20.08.2001","Linz 20.08.2001"
"1317",1202,10.03,0,"Nickel Ashmeade","JAM","07.04.90","Linz","20.08.2012","Linz 20.08.2012"
"962",954,10.01,0.6,"Davidson Ezinwa","NGR","22.11.71","Linz","21.08.1996","Linz 21.08.1996"
"2577",2532,10.09,-0.7,"Bruny Surin","CAN","12.07.67","Linz","22.08.1995","Linz 22.08.1995"
"886",834,10,0.5,"Dwight Thomas","JAM","23.09.80","Linz","23.08.2005","Linz 23.08.2005"
"2473",2276,10.08,-0.8,"Justin Gatlin","USA","10.02.82","Linz","26.08.2013","Linz 26.08.2013"
"1669",1581,10.05,1.8,"Francis Obikwelu","POR","22.11.78","Lisboa","05.06.2004","Lisboa 05.06.2004"
"1835",1779,10.06,-0.8,"Francis Obikwelu","NGR","22.11.78","Lisboa","20.06.1998","Lisboa 20.06.1998"
"1828",1779,10.06,2,"Dwain Chambers","GBR","05.04.78","Ljubljana","25.07.1997","Ljubljana 25.07.1997"
"1424",1366,10.04,2,"Leonard Myles-Mills","GHA","09.05.73","Logan","12.05.1999","Logan 12.05.1999"
"1132",1069,10.02,-0.8,"Tyson Gay","USA","09.08.82","London","03.08.2007","London 03.08.2007"
"169",151,9.88,1.5,"Ryan Bailey","USA","13.04.89","London","04.08.2012","London 04.08.2012"
"451",413,9.95,-1.6,"Yohan Blake","JAM","26.12.89","London","05.08.2011","London 05.08.2011"
"2",2,9.63,1.5,"Usain Bolt","JAM","21.08.86","London","05.08.2012","London 05.08.2012"
"582",557,9.97,-0.6,"Maurice Greene","USA","23.07.74","London","07.08.1999","London 07.08.1999"
"1450",1366,10.04,0.9,"Deji Aliu","NGR","22.11.75","London","08.08.2003","London 08.08.2003"
"2556",2532,10.09,1.7,"Jason Livingston","GBR","17.03.71","London","13.06.1992","London 13.06.1992"
"1316",1202,10.03,-1.2,"Tyson Gay","USA","09.08.82","London","13.07.2012","London 13.07.2012"
"30",29,9.78,-0.4,"Tyson Gay","USA","09.08.82","London","13.08.2010","London 13.08.2010"
"1228",1202,10.03,1.2,"Jon Drummond","USA","09.09.68","London","15.07.1994","London 15.07.1994"
"258",228,9.91,1,"Mike Rodgers","USA","24.04.85","London","20.07.2014","London 20.07.2014"
"667",650,9.98,-0.8,"Maurice Greene","USA","23.07.74","London","22.07.2001","London 22.07.2001"
"181",175,9.89,1,"Justin Gatlin","USA","10.02.82","London","22.07.2005","London 22.07.2005"
"552",473,9.96,0.3,"Jimmy Vicaut","FRA","27.02.92","London","22.07.2016","London 22.07.2016"
"1873",1779,10.06,0.5,"Maurice Greene","USA","23.07.74","London","23.08.2002","London 23.08.2002"
"246",228,9.91,-1.7,"Usain Bolt","JAM","21.08.86","London","24.07.2009","London 24.07.2009"
"149",131,9.87,-1.2,"Usain Bolt","JAM","21.08.86","London","24.07.2015","London 24.07.2015"
"379",354,9.94,-0.5,"Asafa Powell","JAM","23.11.82","London","25.07.2008","London 25.07.2008"
"102",83,9.85,0.2,"Usain Bolt","JAM","21.08.86","London","26.07.2013","London 26.07.2013"
"240",228,9.91,-0.6,"Asafa Powell","JAM","23.11.82","London","28.07.2006","London 28.07.2006"
"239",228,9.91,-0.3,"Asafa Powell","JAM","23.11.82","London","30.07.2004","London 30.07.2004"
"1779",1779,10.06,2,"Mel Lattany","USA","10.08.59","London","31.07.1981","London 31.07.1981"
"1550",1366,10.04,0.4,"Andre De Grasse","CAN","10.11.94","Los Angeles","03.05.2015","Los Angeles 03.05.2015"
"1369",1366,10.04,0.8,"Carl Lewis","USA","01.07.61","Los Angeles","03.08.1984","Los Angeles 03.08.1984"
"729",728,9.99,0.2,"Carl Lewis","USA","01.07.61","Los Angeles","04.08.1984","Los Angeles 04.08.1984"
"2204",2011,10.07,1.1,"Aaron Brown","CAN","27.05.92","Los Angeles","11.05.2013","Los Angeles 11.05.2013"
"2205",2011,10.07,1.6,"Beejay Lee","USA","05.03.93","Los Angeles","12.05.2013","Los Angeles 12.05.2013"
"1785",1779,10.06,-2.2,"Carl Lewis","USA","01.07.61","Los Angeles","17.06.1984","Los Angeles 17.06.1984"
"1576",1366,10.04,1.7,"Joel Fearon","GBR","11.10.88","Loughborough","16.07.2016","Loughborough 16.07.2016"
"2001",1779,10.06,0.5,"Chijindu Ujah","GBR","05.03.94","Loughborough","22.05.2016","Loughborough 22.05.2016"
"2712",2532,10.09,1.9,"Gibrilla Pato Bangura","SLE","10.05.85","Loughborough","29.07.2009","Loughborough 29.07.2009"
"2785",2532,10.09,0.1,"Trayvon Bromell","USA","10.07.95","Lubbock","17.05.2014","Lubbock 17.05.2014"
"276",264,9.92,1,"Tim Harden","USA","27.01.74","Luzern","05.07.1999","Luzern 05.07.1999"
"2511",2276,10.08,-0.6,"Jimmy Vicaut","FRA","27.02.92","Luzern","14.06.2016","Luzern 14.06.2016"
"147",131,9.87,0,"Asafa Powell","JAM","23.11.82","Luzern","14.07.2015","Luzern 14.07.2015"
"1297",1202,10.03,0,"Ivory Williams","USA","02.05.85","Luzern","15.07.2009","Luzern 15.07.2009"
"100",83,9.85,1.6,"Yohan Blake","JAM","26.12.89","Luzern","17.07.2012","Luzern 17.07.2012"
"2214",2011,10.07,0,"Jaysuma Saidy Ndure","NOR","01.01.84","Luzern","17.07.2013","Luzern 17.07.2013"
"1877",1779,10.06,0.2,"Patrick Johnson","AUS","26.09.72","Luzern","25.06.2003","Luzern 25.06.2003"
"1854",1779,10.06,1.5,"Donovan Bailey","CAN","16.12.67","Luzern","27.06.2000","Luzern 27.06.2000"
"2369",2276,10.08,2,"Kenny Brokenburr","USA","29.10.68","Lynchburg","09.05.2002","Lynchburg 09.05.2002"
"2537",2532,10.09,1.5,"Max Morini&eacute;re","FRA","16.02.64","Lyon","03.07.1987","Lyon 03.07.1987"
"1870",1779,10.06,-0.3,"Francis Obikwelu","POR","22.11.78","M&uuml;nchen","07.08.2002","M&uuml;nchen 07.08.2002"
"1414",1366,10.04,0.2,"Linford Christie","GBR","02.04.60","M&uuml;nchen","21.06.1997","M&uuml;nchen 21.06.1997"
"2009",2011,10.07,0,"Valeriy Borzov","UKR","20.10.49","M&uuml;nchen","31.08.1972","M&uuml;nchen 31.08.1972"
"1399",1366,10.04,0.8,"Linford Christie","GBR","02.04.60","Madrid","01.06.1996","Madrid 01.06.1996"
"1370",1366,10.04,1.8,"Linford Christie","GBR","02.04.60","Madrid","04.06.1986","Madrid 04.06.1986"
"1287",1202,10.03,-1.1,"Churandy Martina","AHO","03.07.84","Madrid","05.07.2008","Madrid 05.07.2008"
"455",413,9.95,1.8,"Kemar Hyman","CAY","11.10.89","Madrid","08.07.2012","Madrid 08.07.2012"
"172",151,9.88,1.4,"Mike Rodgers","USA","24.04.85","Madrid","11.07.2015","Madrid 11.07.2015"
"143",131,9.87,1.8,"Nesta Carter","JAM","10.11.85","Madrid","13.07.2013","Madrid 13.07.2013"
"1874",1779,10.06,-0.3,"Uchenna Emedolu","NGR","17.09.76","Madrid","20.09.2002","Madrid 20.09.2002"
"1570",1366,10.04,1,"Hassan Taftian","IRI","04.05.93","Madrid","23.06.2016","Madrid 23.06.2016"
"2380",2276,10.08,1.8,"Marcus Brunson","USA","24.04.78","Malles","12.07.2003","Malles 12.07.2003"
"1672",1581,10.05,0.5,"Abdul Aziz Zakari","GHA","02.09.76","Malles","17.07.2004","Malles 17.07.2004"
"1645",1581,10.05,-0.4,"Maurice Greene","USA","23.07.74","Malm&ouml;","02.08.1999","Malm&ouml; 02.08.1999"
"2082",2011,10.07,-0.5,"Seun Ogunkoya","NGR","28.12.77","Malm&ouml;","03.08.1998","Malm&ouml; 03.08.1998"
"1792",1779,10.06,-0.3,"Leroy Burrell","USA","21.02.67","Malm&ouml;","05.08.1991","Malm&ouml; 05.08.1991"
"2542",2532,10.09,1.3,"Chidi Imoh","NGR","27.08.63","Malm&ouml;","08.08.1988","Malm&ouml; 08.08.1988"
"2644",2532,10.09,0.5,"Asafa Powell","JAM","23.11.82","Malm&ouml;","12.08.2003","Malm&ouml; 12.08.2003"
"2397",2276,10.08,1.4,"Rae Edwards","USA","07.05.81","Malm&ouml;","16.08.2005","Malm&ouml; 16.08.2005"
"2102",2011,10.07,0.3,"Mark Lewis-Francis","GBR","04.09.82","Manchester","15.06.2002","Manchester 15.06.2002"
"952",834,10,1.8,"Joel Fearon","GBR","11.10.88","Manchester","17.08.2016","Manchester 17.08.2016"
"671",650,9.98,0.2,"Kim Collins","SKN","05.04.76","Manchester","27.07.2002","Manchester 27.07.2002"
"1542",1366,10.04,1.6,"Adam Gemili","GBR","06.10.93","Mannheim","05.07.2014","Mannheim 05.07.2014"
"2468",2276,10.08,0,"Jaysuma Saidy Ndure","NOR","01.01.84","Mannheim","29.06.2013","Mannheim 29.06.2013"
"1062",954,10.01,1.8,"Julian Reus","GER","29.04.88","Mannheim","29.07.2016","Mannheim 29.07.2016"
"1941",1779,10.06,2,"Egwero Ogho-Ogene","NGR","26.11.88","Maputo","12.09.2011","Maputo 12.09.2011"
"1747",1581,10.05,0.4,"Hua Wilfried Koffi","CIV","24.09.89","Marrakech","11.08.2014","Marrakech 11.08.2014"
"1336",1202,10.03,-0.1,"James Dasaolu","GBR","05.09.87","Marrakech","13.09.2014","Marrakech 13.09.2014"
"1752",1581,10.05,-2.4,"Asafa Powell","JAM","23.11.82","Marseille","06.06.2015","Marseille 06.06.2015"
"1717",1581,10.05,-0.5,"Keston Bledman","TTO","08.03.88","Mayag&uuml;ez","15.07.2011","Mayag&uuml;ez 15.07.2011"
"2179",2011,10.07,1.4,"Daniel Bailey","ANT","09.09.86","Mayag&uuml;ez","25.07.2010","Mayag&uuml;ez 25.07.2010"
"2778",2532,10.09,2,"Alex Qui&ntilde;onez","ECU","11.08.89","Medell&iacute;n","25.05.2013","Medell&iacute;n 25.05.2013"
"1278",1202,10.03,0.2,"Asafa Powell","JAM","23.11.82","Melbourne","20.03.2006","Melbourne 20.03.2006"
"1479",1366,10.04,-0.2,"Asafa Powell","JAM","23.11.82","Melbourne","21.02.2008","Melbourne 21.02.2008"
"1832",1779,10.06,-1.6,"Maurice Greene","USA","23.07.74","Melbourne","25.02.1998","Melbourne 25.02.1998"
"2367",2276,10.08,-0.1,"Bernard Williams","USA","19.01.78","Milano","06.06.2001","Milano 06.06.2001"
"230",228,9.91,1.5,"Dennis Mitchell","USA","20.02.66","Milano","07.09.1996","Milano 07.09.1996"
"1927",1779,10.06,1.7,"Sam Effah","CAN","29.12.88","Miramar","09.07.2010","Miramar 09.07.2010"
"2540",2532,10.09,0.3,"Attila Kov&aacute;cs","HUN","02.09.60","Miskolc","20.08.1987","Miskolc 20.08.1987"
"1824",1779,10.06,0.1,"Tim Montgomery","USA","28.01.75","Mito","05.05.1997","Mito 05.05.1997"
"969",954,10.01,1.9,"Tim Montgomery","USA","28.01.75","Mito","05.05.1999","Mito 05.05.1999"
"317",302,9.93,1.8,"Patrick Johnson","AUS","26.09.72","Mito","05.05.2003","Mito 05.05.2003"
"1810",1779,10.06,1.6,"Dennis Mitchell","USA","20.02.66","Mito","06.05.1996","Mito 06.05.1996"
"1657",1581,10.05,1.9,"Shingo Suetsugu","JPN","02.06.80","Mito","06.05.2002","Mito 06.05.2002"
"348",302,9.93,1.7,"Clayton Vaughn","USA","15.05.92","Mobile","10.05.2015","Mobile 10.05.2015"
"1791",1779,10.06,1.3,"Patrick Williams","JAM","11.11.65","Modesto","05.05.1990","Modesto 05.05.1990"
"1466",1366,10.04,1.6,"Jason Smoots","USA","13.07.80","Modesto","06.05.2006","Modesto 06.05.2006"
"1886",1779,10.06,-0.2,"Leonard Scott","USA","19.01.80","Modesto","07.05.2005","Modesto 07.05.2005"
"176",175,9.89,0.8,"Ato Boldon","TTO","30.12.73","Modesto","10.05.1997","Modesto 10.05.1997"
"1904",1779,10.06,1.4,"Mike Rodgers","USA","24.04.85","Modesto","10.05.2008","Modesto 10.05.2008"
"651",650,9.98,1.6,"Carl Lewis","USA","01.07.61","Modesto","11.05.1985","Modesto 11.05.1985"
"1237",1202,10.03,1.8,"Brian Lewis","USA","05.12.74","Modesto","11.05.1996","Modesto 11.05.1996"
"557",557,9.97,1.5,"Carl Lewis","USA","01.07.61","Modesto","14.05.1983","Modesto 14.05.1983"
