"","Rank","Time","Wind","Name","Country","Birthdate","City","Date","CityDate"
"600",592,10.97,"+0.8","Merlene Ottey","JAM","10.05.60","Lausanne","15.09.1987","Lausanne 15.09.1987"
"179",163,10.86,"-0.1","Carmelita Jeter","USA","24.11.79","Lausanne","23.08.2012","Lausanne 23.08.2012"
"18",16,10.72,"0.0","Marion Jones","USA","12.10.75","Lausanne","25.08.1998","Lausanne 25.08.1998"
"50",38,10.78,"+0.8","Elaine Thompson","JAM","28.06.92","Lausanne","25.08.2016","Lausanne 25.08.2016"
"743",722,10.99,"+0.1","Dawn Sowell","USA","27.03.66","Lausanne","27.06.1989","Lausanne 27.06.1989"
"1242",1188,11.04,"+1.1","Allyson Felix","USA","18.11.85","Lawrence","22.04.2006","Lawrence 22.04.2006"
"427",423,10.94,"-0.3","Marlies G&ouml;hr","GDR","21.03.58","Leipzig","09.08.1985","Leipzig 09.08.1985"
"1546",1545,11.07,"-1.2","Marlies G&ouml;hr","GDR","21.03.58","Leipzig","27.07.1983","Leipzig 27.07.1983"
"1548",1545,11.07,"-1.0","Marina Zhirova","RUS","06.06.63","Leningrad","02.08.1985","Leningrad 02.08.1985"
"1854",1853,11.09,"-1.4","Irina Slyusar","UKR","19.03.63","Leningrad","07.06.1986","Leningrad 07.06.1986"
"1561",1545,11.07,"+1.8","Galina Malchugina","RUS","17.12.62","Leningrad","11.06.1988","Leningrad 11.06.1988"
"1544",1545,11.07,"+0.5","Merlene Ottey","JAM","10.05.60","Lincoln","06.05.1983","Lincoln 06.05.1983"
"241",231,10.89,"+0.4","Gwen Torrence","USA","12.06.65","Linz","04.07.1994","Linz 04.07.1994"
"130",123,10.84,"+0.3","Marion Jones","USA","12.10.75","Linz","05.07.1998","Linz 05.07.1998"
"1439",1395,11.06,"+0.6","Gail Devers","USA","19.11.66","Linz","09.07.1997","Linz 09.07.1997"
"347",333,10.92,"+0.4","Gail Devers","USA","19.11.66","Linz","21.08.1996","Linz 21.08.1996"
"825",806,11,"-0.2","Merlene Ottey","JAM","10.05.60","Linz","22.08.1995","Linz 22.08.1995"
"932",888,11.01,"+0.3","Chandra Sturrup","BAH","12.09.71","Linz","23.08.2005","Linz 23.08.2005"
"1452",1395,11.06,"-0.2","Inger Miller","USA","12.06.72","Linz","26.07.1999","Linz 26.07.1999"
"841",806,11,"+1.3","Merlene Ottey","JAM","10.05.60","Ljubljana","14.08.2000","Ljubljana 14.08.2000"
"115",98,10.83,"+1.5","Carmelita Jeter","USA","24.11.79","London","03.08.2012","London 03.08.2012"
"28",25,10.75,"+1.5","Shelly-Ann Fraser-Pryce","JAM","27.12.86","London","04.08.2012","London 04.08.2012"
"41",38,10.78,"+1.1","Marion Jones","USA","12.10.75","London","05.08.2000","London 05.08.2000"
"408",377,10.93,"-0.4","Carmelita Jeter","USA","24.11.79","London","06.08.2011","London 06.08.2011"
"63",60,10.8,"+1.4","Marion Jones","USA","12.10.75","London","07.08.1999","London 07.08.1999"
"771",722,10.99,"+1.3","Chryste Gaines","USA","14.09.70","London","08.08.2003","London 08.08.2003"
"1100",1084,11.03,"-0.4","Gwen Torrence","USA","12.06.65","London","10.09.1993","London 10.09.1993"
"998",986,11.02,"+0.2","Merlene Ottey","JAM","10.05.60","London","14.07.1989","London 14.07.1989"
"409",377,10.93,"+1.4","Shelly-Ann Fraser-Pryce","JAM","27.12.86","London","14.07.2012","London 14.07.2012"
"787",722,10.99,"+1.1","Marshevet Hooker","USA","25.09.84","London","14.08.2010","London 14.08.2010"
"587",525,10.96,"-1.3","Marie-Jos&eacute;e Ta Lou","CIV","18.11.88","London","23.07.2016","London 23.07.2016"
"358",333,10.92,"-0.1","Carmelita Jeter","USA","24.11.79","London","25.07.2009","London 25.07.2009"
"374",333,10.92,"+0.1","Dafne Schippers","NED","15.06.92","London","25.07.2015","London 25.07.2015"
"201",187,10.87,"0.0","Veronica Campbell-Brown","JAM","16.05.82","London","26.07.2008","London 26.07.2008"
"37",34,10.77,"+0.7","Shelly-Ann Fraser-Pryce","JAM","27.12.86","London","27.07.2013","London 27.07.2013"
"847",806,11,"-1.2","Sherone Simpson","JAM","12.08.84","London","28.07.2006","London 28.07.2006"
"1209",1188,11.04,"+1.9","Gail Devers","USA","19.11.66","Long Beach","15.07.1995","Long Beach 15.07.1995"
"1395",1395,11.06,"+1.4","Evelyn Ashford","USA","15.04.57","Los Angeles","04.08.1984","Los Angeles 04.08.1984"
"596",592,10.97,"-1.2","Evelyn Ashford","USA","15.04.57","Los Angeles","05.08.1984","Los Angeles 05.08.1984"
"380",377,10.93,"+1.1","Merlene Ottey","JAM","10.05.60","Los Angeles","08.06.1985","Los Angeles 08.06.1985"
"1691",1696,11.08,"+1.3","Alice Brown","USA","20.09.60","Los Angeles","25.06.1983","Los Angeles 25.06.1983"
"1352",1292,11.05,"+2.0","Montell Douglas","GBR","24.01.86","Loughborough","17.07.2008","Loughborough 17.07.2008"
"1982",1853,11.09,"+1.9","Cierra White","USA","29.04.93","Lubbock","25.04.2013","Lubbock 25.04.2013"
"1312",1292,11.05,"-0.6","Zhanna Block","UKR","06.07.72","Luzern","02.07.1998","Luzern 02.07.1998"
"616",592,10.97,"+1.0","Merlene Ottey","JAM","10.05.60","Luzern","05.07.1999","Luzern 05.07.1999"
"1294",1292,11.05,"+0.9","Merlene Ottey","JAM","10.05.60","Luzern","11.06.1988","Luzern 11.06.1988"
"1992",1853,11.09,"-0.7","Michelle-Lee Ahye","TTO","10.04.92","Luzern","15.07.2014","Luzern 15.07.2014"
"1491",1395,11.06,"+1.9","Chandra Sturrup","BAH","12.09.71","Luzern","16.07.2008","Luzern 16.07.2008"
"1297",1292,11.05,"+2.0","Dawn Sowell","USA","27.03.66","Luzern","24.06.1989","Luzern 24.06.1989"
"1732",1696,11.08,"-0.7","Zhanna Block","UKR","06.07.72","Luzern","24.06.1997","Luzern 24.06.1997"
"315",293,10.91,"-0.1","Zhanna Block","UKR","06.07.72","Luzern","26.06.2002","Luzern 26.06.2002"
"907",888,11.01,"+2.0","Zhanna Block","UKR","06.07.72","Luzern","27.06.1995","Luzern 27.06.1995"
"1304",1292,11.05,"+1.1","Gwen Torrence","USA","12.06.65","Luzern","29.06.1994","Luzern 29.06.1994"
"1535",1545,11.07,"-0.2","Renate Stecher","GDR","12.05.50","M&uuml;nchen","02.09.1972","M&uuml;nchen 02.09.1972"
"1613",1545,11.07,"+0.3","Ekater&iacute;ni Th&aacute;nou","GRE","01.02.75","M&uuml;nchen","06.08.2002","M&uuml;nchen 06.08.2002"
"1331",1292,11.05,"+0.3","Ekater&iacute;ni Th&aacute;nou","GRE","01.02.75","M&uuml;nchen","07.08.2002","M&uuml;nchen 07.08.2002"
"1011",986,11.02,"0.0","Irina Privalova","RUS","12.11.68","Madrid","06.09.1994","Madrid 06.09.1994"
"1411",1395,11.06,"-0.2","Merlene Ottey","JAM","10.05.60","Madrid","09.06.1990","Madrid 09.06.1990"
"284",258,10.9,"+1.0","Elaine Thompson","JAM","28.06.92","Madrid","11.07.2015","Madrid 11.07.2015"
"1582",1545,11.07,"-0.2","Merlene Ottey","JAM","10.05.60","Madrid","12.06.1996","Madrid 12.06.1996"
"367",333,10.92,"+1.5","Barbara Pierre","USA","28.04.87","Madrid","13.07.2013","Madrid 13.07.2013"
"1468",1395,11.06,"-0.3","Tayna Lawrence","JAM","17.09.75","Madrid","20.09.2002","Madrid 20.09.2002"
"197",187,10.87,"-0.3","Marion Jones","USA","12.10.75","Malm&ouml;","03.08.1998","Malm&ouml; 03.08.1998"
"1415",1395,11.06,"+0.9","Irina Privalova","RUS","12.11.68","Malm&ouml;","05.08.1991","Malm&ouml; 05.08.1991"
"1199",1188,11.04,"+0.8","Merlene Ottey","JAM","10.05.60","Malm&ouml;","07.08.1990","Malm&ouml; 07.08.1990"
"317",293,10.91,"+1.5","Debbie Ferguson-McKenzie","BAH","16.01.76","Manchester","27.07.2002","Manchester 27.07.2002"
"950",888,11.01,"+1.9","Ashley Collier","USA","04.02.92","Manhattan","13.05.2012","Manhattan 13.05.2012"
"882",806,11,"+1.2","Tatjana Pinto","GER","02.07.92","Mannheim","29.07.2016","Mannheim 29.07.2016"
"640",592,10.97,"+1.2","LaShauntea Moore","USA","31.07.83","Maring&aacute;","30.05.2010","Maring&aacute; 30.05.2010"
"873",806,11,"-1.4","Blessing Okagbare","NGR","10.09.88","Marrakech","11.08.2014","Marrakech 11.08.2014"
"1817",1696,11.08,"-1.5","Veronica Campbell-Brown","JAM","16.05.82","Marrakech","13.09.2014","Marrakech 13.09.2014"
"910",888,11.01,"-0.9","Marion Jones","USA","12.10.75","Melbourne","25.02.1998","Melbourne 25.02.1998"
"22",22,10.74,"+1.3","Merlene Ottey","JAM","10.05.60","Milano","07.09.1996","Milano 07.09.1996"
"1332",1292,11.05,"+1.7","Natalya Safronnikova","BLR","28.02.73","Minsk","28.06.2003","Minsk 28.06.2003"
"1448",1395,11.06,"-0.4","Inger Miller","USA","12.06.72","Modesto","08.05.1999","Modesto 08.05.1999"
"425",423,10.94,"+0.6","Merlene Ottey","JAM","10.05.60","Modesto","11.05.1985","Modesto 11.05.1985"
"1915",1853,11.09,"+0.7","Inger Miller","USA","12.06.72","Modesto","13.05.2000","Modesto 13.05.2000"
"1121",1084,11.03,"+1.0","Philomina Mensah","CAN","11.05.75","Monachil","10.08.1999","Monachil 10.08.1999"
"1198",1188,11.04,"-0.2","Merlene Ottey","JAM","10.05.60","Monaco","01.09.1989","Monaco 01.09.1989"
"195",187,10.87,"0.0","Gwen Torrence","USA","12.06.65","Monaco","02.08.1994","Monaco 02.08.1994"
"263",258,10.9,"-0.6","Merlene Ottey","JAM","10.05.60","Monaco","07.08.1993","Monaco 07.08.1993"
"17",16,10.72,"0.0","Marion Jones","USA","12.10.75","Monaco","08.08.1998","Monaco 08.08.1998"
"354",333,10.92,"-0.2","Veronica Campbell-Brown","JAM","16.05.82","Monaco","09.09.2005","Monaco 09.09.2005"
"346",333,10.92,"+1.0","Gwen Torrence","USA","12.06.65","Monaco","10.08.1996","Monaco 10.08.1996"
"313",293,10.91,"-0.3","Inger Miller","USA","12.06.72","Monaco","10.08.2000","Monaco 10.08.2000"
"1412",1395,11.06,"+1.3","Sheila Echols","USA","02.10.64","Monaco","12.08.1990","Monaco 12.08.1990"
"174",163,10.86,"+1.2","Chryste Gaines","USA","14.09.70","Monaco","14.09.2003","Monaco 14.09.2003"
"472",423,10.94,"-0.5","Dafne Schippers","NED","15.06.92","Monaco","15.07.2016","Monaco 15.07.2016"
"736",722,10.99,"-1.0","Merlene Ottey","JAM","10.05.60","Monaco","17.09.1987","Monaco 17.09.1987"
"65",60,10.8,"+0.8","Tori Bowie","USA","27.08.90","Monaco","18.07.2014","Monaco 18.07.2014"
"1231",1188,11.04,"0.0","Pauline Davis-Thompson","BAH","09.07.66","Monaco","18.08.2000","Monaco 18.08.2000"
"501",476,10.95,"+0.3","Tayna Lawrence","JAM","17.09.75","Monaco","19.07.2002","Monaco 19.07.2002"
"318",293,10.91,"0.0","Veronica Campbell-Brown","JAM","16.05.82","Monaco","19.09.2004","Monaco 19.09.2004"
"691",661,10.98,"+0.1","Chryste Gaines","USA","14.09.70","Monaco","20.07.2001","Monaco 20.07.2001"
"576",525,10.96,"0.0","Blessing Okagbare","NGR","10.09.88","Monaco","20.07.2012","Monaco 20.07.2012"
"94",82,10.82,"+0.4","Carmelita Jeter","USA","24.11.79","Monaco","22.07.2010","Monaco 22.07.2010"
"1486",1395,11.06,"+0.6","Christine Arron","FRA","13.09.73","Monaco","25.07.2007","Monaco 25.07.2007"
"323",293,10.91,"0.0","Shelly-Ann Fraser-Pryce","JAM","27.12.86","Monaco","28.07.2009","Monaco 28.07.2009"
"453",423,10.94,"-0.7","Kerron Stewart","JAM","16.04.84","Monaco","29.07.2008","Monaco 29.07.2008"
"150",141,10.85,"+1.5","Christine Arron","FRA","13.09.73","Montauban","05.08.1998","Montauban 05.08.1998"
"1745",1696,11.08,"-0.9","Christine Arron","FRA","13.09.73","Montauban","07.08.1999","Montauban 07.08.1999"
"1110",1084,11.03,"+0.4","Christine Arron","FRA","13.09.73","Montauban","22.07.1997","Montauban 22.07.1997"
"1738",1696,11.08,"+1.4","Philomina Mensah","CAN","11.05.75","Montr&eacute;al","01.08.1998","Montr&eacute;al 01.08.1998"
"1285",1292,11.05,"+1.1","Annegret Richter","FRG","13.10.50","Montr&eacute;al","24.07.1976","Montr&eacute;al 24.07.1976"
"885",888,11.01,"+0.6","Annegret Richter","FRG","13.10.50","Montr&eacute;al","25.07.1976","Montr&eacute;al 25.07.1976"
"1386",1395,11.06,"-0.9","Evelyn Ashford","USA","15.04.57","Montr&eacute;al","25.08.1979","Montr&eacute;al 25.08.1979"
"182",163,10.86,"+2.0","Veronica Campbell-Brown","JAM","16.05.82","Montverde","07.06.2014","Montverde 07.06.2014"
"47",38,10.78,"+1.6","Murielle Ahour&eacute;","CIV","23.08.87","Montverde","11.06.2016","Montverde 11.06.2016"
"107",98,10.83,"+0.4","Marion Jones","USA","12.10.75","Moskva","05.09.1998","Moskva 05.09.1998"
"296",293,10.91,"+0.2","Evelyn Ashford","USA","15.04.57","Moskva","06.07.1986","Moskva 06.07.1986"
"336",333,10.92,"-0.6","Anelia Nuneva","BUL","30.06.62","Moskva","07.06.1987","Moskva 07.06.1987"
"343",333,10.92,"+0.6","Merlene Ottey","JAM","10.05.60","Moskva","07.06.1996","Moskva 07.06.1996"
"466",423,10.94,"-0.5","English Gardner","USA","22.04.92","Moskva","11.08.2013","Moskva 11.08.2013"
"14",12,10.71,"-0.3","Shelly-Ann Fraser-Pryce","JAM","27.12.86","Moskva","12.08.2013","Moskva 12.08.2013"
"477",476,10.95,"+0.1","Marlies G&ouml;hr","GDR","21.03.58","Moskva","17.08.1985","Moskva 17.08.1985"
"238",231,10.89,"+1.9","Irina Privalova","RUS","12.11.68","Moskva","18.07.1992","Moskva 18.07.1992"
"1557",1545,11.07,"+0.7","Natalya Voronova","RUS","09.07.65","Moskva","21.08.1987","Moskva 21.08.1987"
"83",82,10.82,"+2.0","Irina Privalova","RUS","12.11.68","Moskva","22.06.1992","Moskva 22.06.1992"
"1388",1395,11.06,"+0.5","Lyudmila Kondratyeva","RUS","11.04.58","Moskva","25.07.1980","Moskva 25.07.1980"
"1389",1395,11.06,"+1.0","Lyudmila Kondratyeva","RUS","11.04.58","Moskva","26.07.1980","Moskva 26.07.1980"
"1020",986,11.02,"0.0","Merlene Ottey","JAM","10.05.60","N&uuml;rnberg","11.07.1998","N&uuml;rnberg 11.07.1998"
"1120",1084,11.03,"-0.1","Merlene Ottey","JAM","10.05.60","N&uuml;rnberg","13.06.1999","N&uuml;rnberg 13.06.1999"
"1934",1853,11.09,"+2.0","Merlene Ottey","SLO","10.05.60","Naimette-Xhov&eacute;mont","03.08.2004","Naimette-Xhov&eacute;mont 03.08.2004"
"1814",1696,11.08,"+1.2","Barbara Pierre","USA","28.04.87","Naimette-Xhov&eacute;mont","16.07.2014","Naimette-Xhov&eacute;mont 16.07.2014"
"1160",1084,11.03,"+1.8","Blessing Okagbare","NGR","10.09.88","Nairobi","29.07.2010","Nairobi 29.07.2010"
"1932",1853,11.09,"+0.4","Christine Arron","FRA","13.09.73","Narbonne","24.07.2003","Narbonne 24.07.2003"
"1330",1292,11.05,"+1.4","LaTasha Jenkins","USA","19.12.77","Nashville","20.04.2002","Nashville 20.04.2002"
"1037",986,11.02,"+1.1","Chandra Sturrup","BAH","12.09.71","Nassau","09.07.2005","Nassau 09.07.2005"
"1433",1395,11.06,"+1.9","Chandra Sturrup","BAH","12.09.71","Nassau","15.07.1996","Nassau 15.07.1996"
"554",525,10.96,"-0.5","Chandra Sturrup","BAH","12.09.71","Nassau","18.06.1999","Nassau 18.06.1999"
"493",476,10.95,"+1.9","Chandra Sturrup","BAH","12.09.71","Nassau","20.06.1998","Nassau 20.06.1998"
"173",163,10.86,"+0.1","Chandra Sturrup","BAH","12.09.71","Nassau","21.07.2000","Nassau 21.07.2000"
"1118",1084,11.03,"+1.0","Sevatheda Fynes","BAH","17.10.74","Nassau","26.05.1999","Nassau 26.05.1999"
"991",986,11.02,"-1.3","Heike Drechsler","GER","16.12.64","Neubrandenburg","06.06.1986","Neubrandenburg 06.06.1986"
"729",722,10.99,"+1.6","Marlies G&ouml;hr","GDR","21.03.58","Neubrandenburg","07.06.1985","Neubrandenburg 07.06.1985"
"233",231,10.89,"+2.0","Marlies G&ouml;hr","GDR","21.03.58","Neubrandenburg","09.07.1988","Neubrandenburg 09.07.1988"
"383",377,10.93,"-0.2","Marlies G&ouml;hr","GDR","21.03.58","Neubrandenburg","10.06.1987","Neubrandenburg 10.06.1987"
"1571",1545,11.07,"+0.6","Mary Onyali","NGR","03.02.68","Neubrandenburg","21.06.1991","Neubrandenburg 21.06.1991"
"1979",1853,11.09,"+1.5","Octavious Freeman","USA","20.04.92","New Orleans","13.05.2012","New Orleans 13.05.2012"
"13",12,10.71,"+2.0","Marion Jones","USA","12.10.75","New Orleans","19.06.1998","New Orleans 19.06.1998"
"604",592,10.97,"-0.5","Gwen Torrence","USA","12.06.65","New Orleans","20.06.1992","New Orleans 20.06.1992"
"16",16,10.72,"+2.0","Marion Jones","USA","12.10.75","New Orleans","20.06.1998","New Orleans 20.06.1998"
"402",377,10.93,"+1.2","Veronica Campbell-Brown","JAM","16.05.82","New York City","02.06.2007","New York City 02.06.2007"
"362",333,10.92,"-0.1","Shelly-Ann Fraser-Pryce","JAM","27.12.86","New York City","09.06.2012","New York City 09.06.2012"
"1339",1292,11.05,"+0.2","Me'Lisa Barber","USA","04.10.80","New York City","11.06.2005","New York City 11.06.2005"
"875",806,11,"+0.4","English Gardner","USA","22.04.92","New York City","13.06.2015","New York City 13.06.2015"
"431",423,10.94,"+1.0","Carlette Guidry","USA","04.09.68","New York City","14.06.1991","New York City 14.06.1991"
"1659",1545,11.07,"-0.1","Tori Bowie","USA","27.08.90","New York City","14.06.2014","New York City 14.06.2014"
"817",806,11,"+0.3","Gwen Torrence","USA","12.06.65","New York City","20.07.1991","New York City 20.07.1991"
"1248",1188,11.04,"+1.3","Shalonda Solomon","USA","19.12.85","New York City","30.05.2009","New York City 30.05.2009"
"321",293,10.91,"+0.9","Veronica Campbell-Brown","JAM","16.05.82","New York City","31.05.2008","New York City 31.05.2008"
"976",888,11.01,"+1.6","Dafne Schippers","NED","15.06.92","Newcastle","12.09.2015","Newcastle 12.09.2015"
"744",722,10.99,"+0.4","Merlene Ottey","JAM","10.05.60","Nice","10.07.1989","Nice 10.07.1989"
"666",661,10.98,"-0.6","Merlene Ottey","JAM","10.05.60","Nice","13.07.1987","Nice 13.07.1987"
"760",722,10.99,"+0.4","Christine Arron","FRA","13.09.73","Nice","16.07.1998","Nice 16.07.1998"
"1744",1696,11.08,"-0.6","Christine Arron","FRA","13.09.73","Nice","17.07.1999","Nice 17.07.1999"
"1350",1292,11.05,"+0.3","Kim Gevaert","BEL","05.08.78","Nivelles","10.05.2008","Nivelles 10.05.2008"
"1635",1545,11.07,"+1.4","Alexandra Anderson","USA","28.01.87","Norman","29.05.2009","Norman 29.05.2009"
"1355",1292,11.05,"-0.3","Alexandra Anderson","USA","28.01.87","Norman","30.05.2009","Norman 30.05.2009"
"1874",1853,11.09,"+1.5","Carlette Guidry","USA","04.09.68","Norwalk","14.06.1990","Norwalk 14.06.1990"
"522",476,10.95,"+1.7","Jenna Prandini","USA","20.11.92","Norwalk","16.04.2016","Norwalk 16.04.2016"
"786",722,10.99,"+1.4","Marshevet Hooker","USA","25.09.84","Nottwil","08.08.2010","Nottwil 08.08.2010"
"1721",1696,11.08,"+2.0","Zhanna Block","UKR","06.07.72","Odessa","21.05.1993","Odessa 21.05.1993"
"1044",986,11.02,"+0.9","Veronica Campbell-Brown","JAM","16.05.82","Orlando","10.05.2008","Orlando 10.05.2008"
"1249",1188,11.04,"-1.1","Veronica Campbell-Brown","JAM","16.05.82","Orlando","13.06.2009","Orlando 13.06.2009"
"1051",986,11.02,"-0.1","Veronica Campbell-Brown","JAM","16.05.82","Osaka","08.05.2010","Osaka 08.05.2010"
"54",51,10.79,"-0.6","Marion Jones","USA","12.10.75","Osaka","09.05.1998","Osaka 09.05.1998"
"1129",1084,11.03,"-1.1","Chryste Gaines","USA","14.09.70","Osaka","10.05.2003","Osaka 10.05.2003"
"132",123,10.84,"-0.7","Marion Jones","USA","12.10.75","Osaka","13.05.2000","Osaka 13.05.2000"
"1627",1545,11.07,"+1.3","Carmelita Jeter","USA","24.11.79","Osaka","26.08.2007","Osaka 26.08.2007"
"776",722,10.99,"-0.1","Veronica Campbell-Brown","JAM","16.05.82","Osaka","27.08.2007","Osaka 27.08.2007"
"300",293,10.91,"+1.7","Heike Drechsler","GER","16.12.64","Oslo","02.07.1988","Oslo 02.07.1988"
"780",722,10.99,"+0.1","Kerron Stewart","JAM","16.04.84","Oslo","03.07.2009","Oslo 03.07.2009"
"1438",1395,11.06,"0.0","Marion Jones","USA","12.10.75","Oslo","04.07.1997","Oslo 04.07.1997"
"488",476,10.95,"+1.3","Merlene Ottey","JAM","10.05.60","Oslo","05.07.1996","Oslo 05.07.1996"
"215",210,10.88,"+0.2","Merlene Ottey","JAM","10.05.60","Oslo","06.07.1991","Oslo 06.07.1991"
"1392",1395,11.06,"+1.9","Evelyn Ashford","USA","15.04.57","Oslo","07.07.1982","Oslo 07.07.1982"
"90",82,10.82,"-0.5","Marion Jones","USA","12.10.75","Oslo","09.07.1998","Oslo 09.07.1998"
"435",423,10.94,"+1.2","Merlene Ottey","JAM","10.05.60","Oslo","10.07.1993","Oslo 10.07.1993"
"1175",1084,11.03,"-0.6","Murielle Ahour&eacute;","CIV","23.08.87","Oslo","11.06.2015","Oslo 11.06.2015"
"1267",1188,11.04,"+1.2","Ivet Lalova-Collio","BUL","18.05.84","Oslo","13.06.2013","Oslo 13.06.2013"
"1328",1292,11.05,"-0.1","Zhanna Block","UKR","06.07.72","Oslo","13.07.2001","Oslo 13.07.2001"
"562",525,10.96,"+0.3","Chandra Sturrup","BAH","12.09.71","Oslo","27.06.2003","Oslo 27.06.2003"
"394",377,10.93,"+0.3","Zhanna Block","UKR","06.07.72","Oslo","28.07.2000","Oslo 28.07.2000"
"1477",1395,11.06,"+0.1","Christine Arron","FRA","13.09.73","Oslo","29.07.2005","Oslo 29.07.2005"
"1136",1084,11.03,"+1.1","Ivet Lalova-Collio","BUL","18.05.84","Ostrava","09.06.2005","Ostrava 09.06.2005"
"1253",1188,11.04,"+1.5","Shelly-Ann Fraser-Pryce","JAM","27.12.86","Ostrava","27.05.2010","Ostrava 27.05.2010"
"32",29,10.76,"+1.1","Veronica Campbell-Brown","JAM","16.05.82","Ostrava","31.05.2011","Ostrava 31.05.2011"
"1706",1696,11.08,"+0.1","Angela Bailey","CAN","28.02.62","Ottawa","01.08.1987","Ottawa 01.08.1987"
"1375",1292,11.05,"-0.4","Alexandra Anderson","USA","28.01.87","Padova","01.09.2013","Padova 01.09.2013"
"720",661,10.98,"-0.8","Shelly-Ann Fraser-Pryce","JAM","27.12.86","Padova","06.09.2015","Padova 06.09.2015"
"746",722,10.99,"+0.4","Merlene Ottey","JAM","10.05.60","Padova","16.09.1990","Padova 16.09.1990"
"560",525,10.96,"+0.7","Chryste Gaines","USA","14.09.70","Palo Alto","21.06.2002","Palo Alto 21.06.2002"
"824",806,11,"+0.8","Merlene Ottey","JAM","10.05.60","Paris","03.07.1995","Paris 03.07.1995"
"40",38,10.78,"+0.4","Merlene Ottey","JAM","10.05.60","Paris","03.09.1994","Paris 03.09.1994"
"505",476,10.95,"+1.7","Christine Arron","FRA","13.09.73","Paris","03.09.2005","Paris 03.09.2005"
"623",592,10.97,"+1.4","Debbie Ferguson-McKenzie","BAH","16.01.76","Paris","14.09.2002","Paris 14.09.2002"
"734",722,10.99,"-0.5","Merlene Ottey","JAM","10.05.60","Paris","16.07.1987","Paris 16.07.1987"
"614",592,10.97,"+0.5","Christine Arron","FRA","13.09.73","Paris","19.06.1999","Paris 19.06.1999"
"1430",1395,11.06,"-0.1","Mary Onyali","NGR","03.02.68","Paris","28.06.1996","Paris 28.06.1996"
"218",210,10.88,"0.0","Marion Jones","USA","12.10.75","Paris","29.07.1998","Paris 29.07.1998"
"1244",1188,11.04,"-0.3","Tezdzhan Naimova","BUL","01.05.87","Plovdiv","01.07.2007","Plovdiv 01.07.2007"
"36",34,10.77,"+0.7","Ivet Lalova-Collio","BUL","18.05.84","Plovdiv","19.06.2004","Plovdiv 19.06.2004"
"949",888,11.01,"-0.7","Tianna Bartoletta","USA","30.08.85","Ponce","12.05.2012","Ponce 12.05.2012"
"1972",1853,11.09,"+0.2","Marshevet Hooker","USA","25.09.84","Ponce","14.05.2011","Ponce 14.05.2011"
"1270",1188,11.04,"-0.9","Michelle-Lee Ahye","TTO","10.04.92","Ponce","17.05.2014","Ponce 17.05.2014"
"1983",1853,11.09,"-0.7","Murielle Ahour&eacute;","CIV","23.08.87","Ponce","18.05.2013","Ponce 18.05.2013"
"1163",1084,11.03,"+1.1","Ruddy Zang Milama","GAB","06.06.87","Port of Spain","19.05.2012","Port of Spain 19.05.2012"
"455",423,10.94,"+1.7","Kelly-Ann Baptiste","TTO","14.10.86","Port of Spain","20.06.2009","Port of Spain 20.06.2009"
"160",141,10.85,"+1.6","Michelle-Lee Ahye","TTO","10.04.92","Port of Spain","21.06.2014","Port of Spain 21.06.2014"
"118",98,10.83,"+1.6","Kelly-Ann Baptiste","TTO","14.10.86","Port of Spain","22.06.2013","Port of Spain 22.06.2013"
"705",661,10.98,"+0.6","Kelly-Ann Baptiste","TTO","14.10.86","Port of Spain","23.06.2012","Port of Spain 23.06.2012"
"471",423,10.94,"+1.5","Michelle-Lee Ahye","TTO","10.04.92","Port of Spain","25.06.2016","Port of Spain 25.06.2016"
"701",661,10.98,"+1.7","Kelly-Ann Baptiste","TTO","14.10.86","Port of Spain","26.06.2010","Port of Spain 26.06.2010"
"140",123,10.84,"+1.4","Kelly-Ann Baptiste","TTO","14.10.86","Port of Spain","27.06.2015","Port of Spain 27.06.2015"
"163",163,10.86,"+0.4","Marlies G&ouml;hr","GDR","21.03.58","Potsdam","05.05.1984","Potsdam 05.05.1984"
"733",722,10.99,"+1.0","Heike Drechsler","GER","16.12.64","Potsdam","05.06.1987","Potsdam 05.06.1987"
"430",423,10.94,"+1.0","Marlies G&ouml;hr","GDR","21.03.58","Potsdam","08.09.1988","Potsdam 08.09.1988"
"660",661,10.98,"+0.9","Marlies G&ouml;hr","GDR","21.03.58","Potsdam","10.05.1980","Potsdam 10.05.1980"
"599",592,10.97,"+1.9","Heike Drechsler","GER","16.12.64","Potsdam","11.06.1986","Potsdam 11.06.1986"
"1539",1545,11.07,"-1.0","Marlies G&ouml;hr","GDR","21.03.58","Potsdam","13.07.1980","Potsdam 13.07.1980"
"1286",1292,11.05,"+0.4","Marlies G&ouml;hr","GDR","21.03.58","Potsdam","19.08.1978","Potsdam 19.08.1978"
"166",163,10.86,"+0.6","Silke M&ouml;ller","GER","20.06.64","Potsdam","20.08.1987","Potsdam 20.08.1987"
"1689",1696,11.08,"+0.2","Marlies G&ouml;hr","GDR","21.03.58","Potsdam","27.08.1982","Potsdam 27.08.1982"
"1089",1084,11.03,"+0.4","Marlies G&ouml;hr","GDR","21.03.58","Potsdam","30.06.1988","Potsdam 30.06.1988"
"1611",1545,11.07,"0.0","Zhanna Block","UKR","06.07.72","Poznan","08.06.2001","Poznan 08.06.2001"
"622",592,10.97,"0.0","Zhanna Block","UKR","06.07.72","Poznan","18.08.2002","Poznan 18.08.2002"
